time_ms, torque_y, torque_z, thrust, torque_x_sp, torque_y_sp, torque_z_sp, thrust_sp, amp_cut_in, phase_lag
1274064, 0.00021, -0.00270, 0.11385, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274074, 0.00021, -0.00270, 0.11385, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274084, 0.00021, -0.00270, 0.11385, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274094, 0.00021, -0.00270, 0.11385, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274104, 0.00021, -0.00270, 0.11385, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274114, 0.00021, -0.00270, 0.11385, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274124, 0.00021, -0.00270, 0.11385, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274134, 0.00021, -0.00270, 0.11385, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274144, 0.00021, -0.00270, 0.11385, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274154, 0.00021, -0.00270, 0.11385, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274164, 0.00022, -0.00268, 0.11442, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274174, 0.00022, -0.00268, 0.11442, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274184, 0.00022, -0.00268, 0.11442, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274194, 0.00022, -0.00268, 0.11442, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274204, 0.00022, -0.00268, 0.11442, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274214, 0.00022, -0.00268, 0.11442, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274224, 0.00022, -0.00268, 0.11442, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274234, 0.00022, -0.00268, 0.11442, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274244, 0.00022, -0.00268, 0.11442, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274254, 0.00022, -0.00268, 0.11442, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274264, 0.00023, -0.00268, 0.11446, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274274, 0.00023, -0.00268, 0.11446, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274284, 0.00023, -0.00268, 0.11446, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274294, 0.00023, -0.00268, 0.11446, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274304, 0.00023, -0.00268, 0.11446, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274314, 0.00023, -0.00268, 0.11446, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274324, 0.00023, -0.00268, 0.11446, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274334, 0.00023, -0.00268, 0.11446, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274344, 0.00023, -0.00268, 0.11446, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274354, 0.00022, -0.00275, 0.11476, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274364, 0.00022, -0.00275, 0.11476, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274374, 0.00022, -0.00275, 0.11476, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274384, 0.00022, -0.00275, 0.11476, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274394, 0.00022, -0.00275, 0.11476, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274404, 0.00022, -0.00275, 0.11476, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274414, 0.00022, -0.00275, 0.11476, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274424, 0.00022, -0.00275, 0.11476, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274434, 0.00022, -0.00275, 0.11476, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274444, 0.00022, -0.00275, 0.11476, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274454, 0.00023, -0.00279, 0.11484, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274464, 0.00023, -0.00279, 0.11484, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274474, 0.00023, -0.00279, 0.11484, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274484, 0.00023, -0.00279, 0.11484, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274494, 0.00023, -0.00279, 0.11484, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274504, 0.00023, -0.00279, 0.11484, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274514, 0.00023, -0.00279, 0.11484, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274524, 0.00023, -0.00279, 0.11484, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274534, 0.00023, -0.00279, 0.11484, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274544, 0.00023, -0.00279, 0.11484, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274554, 0.00023, -0.00280, 0.11515, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274564, 0.00023, -0.00280, 0.11515, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274574, 0.00023, -0.00280, 0.11515, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274584, 0.00023, -0.00280, 0.11515, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274594, 0.00023, -0.00280, 0.11515, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274604, 0.00023, -0.00280, 0.11515, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274614, 0.00023, -0.00280, 0.11515, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274624, 0.00023, -0.00280, 0.11515, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274634, 0.00023, -0.00280, 0.11515, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274644, 0.00023, -0.00280, 0.11515, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274654, 0.00022, -0.00278, 0.11479, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274664, 0.00022, -0.00278, 0.11479, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274674, 0.00022, -0.00278, 0.11479, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274684, 0.00022, -0.00278, 0.11479, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274694, 0.00022, -0.00278, 0.11479, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274704, 0.00022, -0.00278, 0.11479, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274714, 0.00022, -0.00278, 0.11479, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274724, 0.00022, -0.00278, 0.11479, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274734, 0.00022, -0.00278, 0.11479, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274744, 0.00022, -0.00278, 0.11479, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274755, 0.00023, -0.00278, 0.11410, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274765, 0.00023, -0.00278, 0.11410, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274775, 0.00023, -0.00278, 0.11410, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274785, 0.00023, -0.00278, 0.11410, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274795, 0.00023, -0.00278, 0.11410, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274805, 0.00023, -0.00278, 0.11410, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274815, 0.00023, -0.00278, 0.11410, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274825, 0.00023, -0.00278, 0.11410, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274835, 0.00023, -0.00278, 0.11410, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274845, 0.00023, -0.00278, 0.11410, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274855, 0.00022, -0.00275, 0.11588, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274865, 0.00022, -0.00275, 0.11588, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274875, 0.00022, -0.00275, 0.11588, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274885, 0.00022, -0.00275, 0.11588, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274895, 0.00022, -0.00275, 0.11588, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274905, 0.00022, -0.00275, 0.11588, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274915, 0.00022, -0.00275, 0.11588, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274925, 0.00022, -0.00275, 0.11588, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274935, 0.00022, -0.00275, 0.11588, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274945, 0.00022, -0.00275, 0.11588, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274955, 0.00023, -0.00274, 0.11585, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274965, 0.00023, -0.00274, 0.11585, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274975, 0.00023, -0.00274, 0.11585, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274985, 0.00023, -0.00274, 0.11585, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1274995, 0.00023, -0.00274, 0.11585, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275005, 0.00023, -0.00274, 0.11585, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275015, 0.00023, -0.00274, 0.11585, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275025, 0.00023, -0.00274, 0.11585, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275035, 0.00023, -0.00274, 0.11585, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275045, 0.00023, -0.00274, 0.11585, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275055, 0.00022, -0.00273, 0.11667, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275065, 0.00022, -0.00273, 0.11667, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275075, 0.00022, -0.00273, 0.11667, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275085, 0.00022, -0.00273, 0.11667, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275095, 0.00022, -0.00273, 0.11667, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275105, 0.00022, -0.00273, 0.11667, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275115, 0.00022, -0.00273, 0.11667, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275125, 0.00022, -0.00273, 0.11667, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275135, 0.00022, -0.00273, 0.11667, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275145, 0.00021, -0.00272, 0.11658, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275155, 0.00021, -0.00272, 0.11658, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275165, 0.00021, -0.00272, 0.11658, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275175, 0.00021, -0.00272, 0.11658, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275186, 0.00021, -0.00272, 0.11658, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275196, 0.00021, -0.00272, 0.11658, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275206, 0.00021, -0.00272, 0.11658, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275216, 0.00021, -0.00272, 0.11658, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275226, 0.00021, -0.00272, 0.11658, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275236, 0.00021, -0.00272, 0.11658, 0.00000, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000
1275246, 0.00022, -0.00267, 0.11484, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275256, 0.00022, -0.00267, 0.11484, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275266, 0.00022, -0.00267, 0.11484, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275276, 0.00022, -0.00267, 0.11484, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275286, 0.00022, -0.00267, 0.11484, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275296, 0.00022, -0.00267, 0.11484, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275308, 0.00022, -0.00267, 0.11484, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275318, 0.00022, -0.00267, 0.11484, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275328, 0.00022, -0.00267, 0.11484, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275338, 0.00022, -0.00267, 0.11484, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275348, 0.00019, -0.00271, 0.11353, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275359, 0.00019, -0.00271, 0.11353, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275368, 0.00019, -0.00271, 0.11353, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275378, 0.00019, -0.00271, 0.11353, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275388, 0.00019, -0.00271, 0.11353, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275398, 0.00019, -0.00271, 0.11353, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275408, 0.00019, -0.00271, 0.11353, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275418, 0.00019, -0.00271, 0.11353, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275428, 0.00019, -0.00271, 0.11353, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275438, 0.00019, -0.00271, 0.11353, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275448, -0.00120, -0.00895, 0.18185, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275458, -0.00120, -0.00895, 0.18185, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275468, -0.00120, -0.00895, 0.18185, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275478, -0.00120, -0.00895, 0.18185, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275488, -0.00120, -0.00895, 0.18185, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275498, -0.00120, -0.00895, 0.18185, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275508, -0.00120, -0.00895, 0.18185, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275518, -0.00120, -0.00895, 0.18185, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275529, -0.00120, -0.00895, 0.18185, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275539, -0.00120, -0.00895, 0.18185, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275549, -0.00331, -0.04398, 0.48223, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275559, -0.00331, -0.04398, 0.48223, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275569, -0.00331, -0.04398, 0.48223, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275580, -0.00331, -0.04398, 0.48223, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275590, -0.00331, -0.04398, 0.48223, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275600, -0.00331, -0.04398, 0.48223, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275610, -0.00331, -0.04398, 0.48223, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275620, -0.00331, -0.04398, 0.48223, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275630, -0.00331, -0.04398, 0.48223, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275640, 0.00073, -0.05400, 0.69364, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275650, 0.00073, -0.05400, 0.69364, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275660, 0.00073, -0.05400, 0.69364, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275670, 0.00073, -0.05400, 0.69364, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275680, 0.00073, -0.05400, 0.69364, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275690, 0.00073, -0.05400, 0.69364, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275700, 0.00073, -0.05400, 0.69364, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275711, 0.00073, -0.05400, 0.69364, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275721, 0.00073, -0.05400, 0.69364, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275731, 0.00073, -0.05400, 0.69364, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275741, 0.00075, -0.03532, 0.80859, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275751, 0.00075, -0.03532, 0.80859, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275761, 0.00075, -0.03532, 0.80859, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275771, 0.00075, -0.03532, 0.80859, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275781, 0.00075, -0.03532, 0.80859, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275791, 0.00075, -0.03532, 0.80859, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275801, 0.00075, -0.03532, 0.80859, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275811, 0.00075, -0.03532, 0.80859, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275822, 0.00075, -0.03532, 0.80859, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275832, 0.00075, -0.03532, 0.80859, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275842, 0.00008, -0.02778, 0.85284, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275852, 0.00008, -0.02778, 0.85284, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275862, 0.00008, -0.02778, 0.85284, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275873, 0.00008, -0.02778, 0.85284, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275883, 0.00008, -0.02778, 0.85284, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275893, 0.00008, -0.02778, 0.85284, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275903, 0.00008, -0.02778, 0.85284, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275913, 0.00008, -0.02778, 0.85284, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275926, 0.00008, -0.02778, 0.85284, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275936, -0.00006, -0.02564, 0.86725, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275946, -0.00006, -0.02564, 0.86725, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275956, -0.00006, -0.02564, 0.86725, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275966, -0.00006, -0.02564, 0.86725, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275976, -0.00006, -0.02564, 0.86725, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275986, -0.00006, -0.02564, 0.86725, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1275996, -0.00006, -0.02564, 0.86725, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276006, -0.00006, -0.02564, 0.86725, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276016, -0.00006, -0.02564, 0.86725, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276026, -0.00006, -0.02564, 0.86725, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276036, -0.00010, -0.02511, 0.87361, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276046, -0.00010, -0.02511, 0.87361, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276056, -0.00010, -0.02511, 0.87361, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276066, -0.00010, -0.02511, 0.87361, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276076, -0.00010, -0.02511, 0.87361, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276086, -0.00010, -0.02511, 0.87361, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276096, -0.00010, -0.02511, 0.87361, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276106, -0.00010, -0.02511, 0.87361, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276117, -0.00010, -0.02511, 0.87361, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276127, -0.00010, -0.02511, 0.87361, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276137, -0.00010, -0.02495, 0.87561, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276147, -0.00010, -0.02495, 0.87561, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276157, -0.00010, -0.02495, 0.87561, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276167, -0.00010, -0.02495, 0.87561, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276177, -0.00010, -0.02495, 0.87561, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276187, -0.00010, -0.02495, 0.87561, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276197, -0.00010, -0.02495, 0.87561, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276207, -0.00010, -0.02495, 0.87561, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276217, -0.00010, -0.02495, 0.87561, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276227, -0.00010, -0.02495, 0.87561, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276237, -0.00010, -0.02481, 0.87957, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276247, -0.00010, -0.02481, 0.87957, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276257, -0.00010, -0.02481, 0.87957, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276267, -0.00010, -0.02481, 0.87957, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276277, -0.00010, -0.02481, 0.87957, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276287, -0.00010, -0.02481, 0.87957, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276297, -0.00010, -0.02481, 0.87957, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276307, -0.00010, -0.02481, 0.87957, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276317, -0.00010, -0.02481, 0.87957, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276327, -0.00010, -0.02481, 0.87957, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276337, -0.00009, -0.02494, 0.88239, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276347, -0.00009, -0.02494, 0.88239, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276357, -0.00009, -0.02494, 0.88239, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276367, -0.00009, -0.02494, 0.88239, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276377, -0.00009, -0.02494, 0.88239, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276387, -0.00009, -0.02494, 0.88239, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276397, -0.00009, -0.02494, 0.88239, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276407, -0.00009, -0.02494, 0.88239, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276417, -0.00009, -0.02494, 0.88239, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276427, -0.00009, -0.02494, 0.88239, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276437, -0.00009, -0.02499, 0.88593, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276447, -0.00009, -0.02499, 0.88593, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276457, -0.00009, -0.02499, 0.88593, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
1276467, -0.00009, -0.02499, 0.88593, 0.00000, 0.00000, 0.00000, 0.25000, 0.00000, 0.00000
